video_id,comment_id,author_display_name,published_at,like_count,comment_text,is_reply,parent_id,channel_id
zQ2ZJuUJeyo,UgxODjZhRy4DSbvcKaV4AaABAg,@SueP-jg9vx,2025-08-25T12:08:38Z,0,why is it unsafe? i get that its hard to swim but you can get your head above water easily.,0,,UC_VBcT62bSEiRZzA2IbIvxw
u_Lxkt50xOg,UgyqDVfr4M-krNCYLEV4AaABAg,@joedwards3671,2025-06-27T04:23:08Z,6,Did i just watch a 23:39 duration of ads?,0,,UCrDkWQS0F2fxskCwdqkuMEQ
CxVXvFOPIyQ,UgyqPCXiX04kF4VAsI94AaABAg,@Imprezamaster,2025-08-31T19:32:14Z,0,"Commenting before name change. Current name: ""How did this herbicide get into everything?""",0,,UCJlJ9iTNrUhj3OJpn6G_bHA
pgeTa1PV_40,Ugx5wLMQPj62CCZx3FV4AaABAg,@silentslayergaming8469,2025-05-28T15:37:26Z,86,Pewdiepie will always be the YouTube king. Im tired of the unnatural AI slop we have these days. Your  vids remind me of an internet era that is slowly being forgotten.,0,,UCUaehx7l_WofP8UMOE2byEw
bYkQn2TpF2k,Ugww57FNCKMzrxIouDJ4AaABAg.AMpGd79fgrEAMqYNdh46RX,@brkatimachor,2025-09-09T08:57:56Z,0,"​@@GrillerRohdesure, of course, but it is still nothing. We seem to expect emerging energy sources to finance themselves, but are happy to funnel billions (nay, trillions) in subsidies to legacy sources (fossil fuels and nuclear, for example).",1,Ugww57FNCKMzrxIouDJ4AaABAg,UCmZODsZ7MlOs4Hyh9JRG4dQ
5QU20HMPZ3M,UgyDc2-_0tNdd7Rlzsx4AaABAg.AMwC0yaKK9mAMwsUPAIfHS,@NRG_GBugs,2025-09-11T19:57:47Z,0,"⁠@@akuma2918tf, you calling me kiddo?",1,UgyDc2-_0tNdd7Rlzsx4AaABAg,UC3F2wkzzuEey95XKOGmcunw
KZeIEiBrT_w,UgyFsYXEZn5YOrvvef54AaABAg,@fightwithbiomechanix,2025-07-25T23:03:32Z,0,This is so cool and I look forward to taking Probability next semester,0,,UC8GXgPLAKPhyv3lIbcVOuNA
niU94RzUhBU,UgwtpauR46bHVnWsPyl4AaABAg,@BrandonCorby-wr5nd,2025-09-06T20:02:39Z,0,Samsung had this one my note 5,0,,UCsV-w0KpN26mz-0wpI5-QDA
TRODfpnH1mo,UgydUeAiS1sdynwTcm94AaABAg.AMAJlFUDwGUAMAPQi0RBkn,@__lifeline__,2025-08-23T14:52:21Z,12,"I think it makes the most sense when someone who’s nonbinary is in a relationship, considering the other terms are gendered (although thinking about it spouse would also work). Obviously though it’s a matter of preference",1,UgydUeAiS1sdynwTcm94AaABAg,UCEBVAw9IdMk2i-27UUSBcaw
KZeIEiBrT_w,Ugz8R_h70UIkG1kMfrV4AaABAg.AL1Wm132GRoAL2L63Qf8Nz,@SalehTarrap,2025-07-26T15:09:16Z,0,still crazy tho,1,Ugz8R_h70UIkG1kMfrV4AaABAg,UCLiNalJF0eUzbfjSGLT9N3w
CxVXvFOPIyQ,Ugy4E09WRyjhFppbX0p4AaABAg,@XxBngyBoixX,2025-08-31T19:25:01Z,0,Early? Also best channel fr,0,,UCJuyhy9SD6ooRyOtiIJxOzw
CxVXvFOPIyQ,Ugz54Zd6M57sQHj81WB4AaABAg,@joshjosh8301,2025-09-03T15:18:37Z,0,Thought these farmers were the dont tread on me type? They had plenty of diggable land...,0,,UCzenoo6WjVos7gfynS6p5Yg
CxVXvFOPIyQ,UgwP56Epeh033LRKlM54AaABAg,@MDijy,2025-09-02T09:03:12Z,2,"In 11:30 i really focus on the issue about Vietnam and the Agent Orange. I can understand more about the vietnamese victims's AgentOrange. Im a vietnamese and i have seen a lot of unlucky victims. Thanks for the infomations
u_Lxkt50xOg,Ugw48sE5YhqCkPY4a_B4AaABAg,@gergelyritter4412,2025-06-30T12:46:08Z,0,I have already switched to firefox and duckduckgo on both my laptop and phone. I was planning to get linux in the future when I buy an actual PC. The rest is interesting.,0,,UCbWcOY7q0Vic5B4IJzsFB6w
za_HO2E3JEU,UgzNGGQuqHUm8f1ikGB4AaABAg,@puttilepuffie,2025-07-25T09:35:29Z,0,"Ants aint that strong when you know the purpose of exoskeleton.
iv-5mZ_9CPY,UgzCGCcLK1E71iPU7Ud4AaABAg,@ChethanKumar-ck,2025-07-29T06:45:20Z,0,"The video was brilliant and easy to underatand! WelchLabs - here I come for more of your content😍
3YX5QtO6S-M,Ugychgxew4_hzdgxND14AaABAg,@ionisator1,2025-09-02T16:22:54Z,1,End portal,0,,UC2GNT9sqQtoCBpp_KRkSW5w
OW9Mq3wrEqY,Ugz29Gl4AnZffr38dSV4AaABAg,@OnishiTakuya404,2025-08-28T17:54:23Z,0,This concept related with the Basic Thermodynamics,0,,UCGQv2OHb3O2g_FfXcj86fpw
za_HO2E3JEU,UgyIP2qLPs9U29KlDBh4AaABAg,@nalinea18,2025-07-28T13:16:37Z,0,Except for cats. Cats do not respect the laws of physics.,0,,UCI5Bj3ngkua7GsyQenLRq3w
u_Lxkt50xOg,UgzdOfwi1tHCJi2cQg94AaABAg,@ShashankThandava,2025-06-27T07:28:58Z,0,What are you going to do now?,0,,UCjeWIg4LAFINf9HO8k4R4Iw
2JzOe1Hs26Q,UgyCIgRLevUKmZythjN4AaABAg,@PlutoniumBoss,2025-08-21T20:21:26Z,0,When you didn't know you really needed a t-shirt.,0,,UCfpogqKuymAzOk3kpI1UR0g
RQWpF2Gb-gU,UgwsvUUSg98Me6CuPrR4AaABAg,@vince_cb,2025-05-01T05:22:48Z,188,"Thank you, this is uniquely informative on the topic for folk with engineering level math knowledge.",0,,UCvJXyC3Up7AZ3_QmfaD0v9g
pVI_smLgTY0,UgwkJMLys0Uk6i9UES54AaABAg.AHPIRCzy_9qAHQ-JBUMLH2,@echorises,2025-04-27T09:35:01Z,8,@@stopstalkingme2023 that sounded homophobic,1,UgwkJMLys0Uk6i9UES54AaABAg,UCeSeHFx08JbWeyHEcrQ0eKg
u_Lxkt50xOg,UgyTnGWxN3IwGgfdDhZ4AaABAg,@adamanderson4811,2025-06-29T00:23:19Z,0,"When I was 15 I started running servers. Started with an old Windows XP machine that I installed Windows Server 2008 on and built an Active Directory system that also managed the DNS and DHCP for my home. Did not make me popular when the machine had to be restarted 🤣. Moved onto TrueNAS two years later and ran Nextcloud for managing everyone's files in the house. It was amazing being able to back up all the files centrally and keep everything synced up for my computers, and my dad's job at the time. Now I'm buying old server hardware (Dell PowerEdge r720) running Proxmox with more RAM and CPU power than I could reasonably need to use. God computers are so much fun!",0,,UC9N5rAnhwFZ52aEy88q_9zA
pgeTa1PV_40,UgxRJKshK863EgfryVF4AaABAg,@xKazie,2025-05-29T17:03:20Z,0,"Felix forgot to mention to become an inventor you also need money, Thank youtube for that feat Felix otherwise you'd not be an inventor.",0,,UCeN5yZqU6s0ZLgMjvGu4dkA
AFXLZ7FEJc4,UgzsC1Wco-uY26-CAMV4AaABAg,@Ajaykrishna97_,2025-08-22T18:52:26Z,0,Being the reason for multi-billion dollar industry but died with 200000 in debt is so sad.,0,,UCu6Wve-0DeZHzbAsFb1Q6MA
AFXLZ7FEJc4,UgyRWYWG0W9deOzLVPB4AaABAg,@benjaminsonntag7262,2025-08-25T19:28:27Z,0,"Thanks again for this great documentary! 
u_Lxkt50xOg,Ugz8U0vvpQKG1cIoT_x4AaABAg,@spectral_anisotropy,2025-06-27T05:43:35Z,1,YESS LIBREWOLF S TIER AHAHHAHA LIBREWOLF SUPREMACY,0,,UCinMNH8s3PlCZ52Hz_xk2_A
_a_dY27mlfk,UgxgZ3Y4TjCCegCLwtJ4AaABAg.AMNKqq7bQHnAMNOUWmno__,@DvD6006,2025-08-28T15:54:16Z,5,Probablemente tendrás que crear golems de cofre,1,UgxgZ3Y4TjCCegCLwtJ4AaABAg,UCHnNgBfHryRzC-0m9k5ziTQ
u_Lxkt50xOg,UgyWuF4a1fr_waNHHC94AaABAg,@SleepinGriffin,2025-06-26T19:17:34Z,0,"I’m disappointed there wasn’t a picture of Todd Howard when he said, “It just works”. SMH my head",0,,UCBFZuAoQkrlViiczM3QYFxQ
8tx2viHpgA8,UgymJPzdbqEhqUOfpMB4AaABAg,@jeanc-2g,2025-08-08T20:21:48Z,0,at least this time they counted the right way,0,,UCx9uHjwLx_4V6wbzOzS_G7g
3YX5QtO6S-M,UgyJan8qOfWApSUxHkp4AaABAg,@BrookeWoodside,2025-09-02T21:49:28Z,0,The homeboy 😂,0,,UCxcW6Yed1gb_GfWqad0B4zw
AFXLZ7FEJc4,Ugzg-a2003WF9ogeILB4AaABAg,@betterpoliticsquetu,2025-08-24T14:06:20Z,0,"seems like nature finding ways to control our pollution 
qeQCVcBWqis,Ugw9Sqmu4PpRTh-lL5l4AaABAg,@RexRaces,2025-09-12T12:56:09Z,0,"Agree, bring back the mini! Still running my IPhone 12 Mini because new iphones are too big!",0,,UCRiAhv7H5Z8UVybx9VhjvuA
zQ2ZJuUJeyo,UgySNd4S6K8_6U_PT_B4AaABAg,@RandRmasonryLLC,2025-08-24T03:47:50Z,0,I feel like a lot of people might panic. If you are trying to bring your hands up out of the water you may succumb to fear and panic. It’s obviously not a big deal for you or anyone who knows how to swim.,0,,UC3e7ZUcufZQieXVlFQU8B_A
u_Lxkt50xOg,Ugzd78Ax66BB3A0x5hV4AaABAg,@carafurry7862,2025-08-19T00:05:33Z,0,"Pewdiepie, I have a meme of you sitting underneath all the fire fox logos from 1999-2020 and your quote says ""it's like it's evolving, but in reverse."" And that has been in my phone for 3 years, and I will be sad the day I loose it.",0,,UC-3x926XL1HdvDAjCU1Rvcg
AFXLZ7FEJc4,UgxzjOTicIYqb7Vh2rJ4AaABAg,@davidc_ac9377,2025-08-24T13:57:49Z,0,Imagine 70B tires on landfills or incinerated 😮,0,,UChNWJQW1p87ll1041YJAI-A
qGXtMENJDps,UgxAuWM0DM1XUL35Ijh4AaABAg,@АлишерКромвель,2025-05-24T06:09:02Z,0,"Я не думал, что в Японии так красиво. Я думал, что Япония - это вторая Навоийская область 😅",0,,UCaaVT98a-YhTMgZ_YfFImNw
CxVXvFOPIyQ,Ugz2eUxQN5K_LfhG0Sx4AaABAg,@baomao7243,2025-09-02T01:10:55Z,0,Monsanto AI agent has entered the chat…,0,,UCuf_sLgFbEslwbuHZZ9LJmw
lYDE3oq6fL4,Ugwt1fSido2M8Rm_YSF4AaABAg.AMovfyFpTh4AMp1eHXFd9D,@tivedge1234,2025-09-08T18:52:44Z,21,@@imaadh Yeah that was really bugging me.,1,Ugwt1fSido2M8Rm_YSF4AaABAg,UC94HApnLEMYOzaFZ-5IS9MA
pVI_smLgTY0,UgyGqtmIXcBf6NoLDQt4AaABAg,@Hiro-q4j5w,2025-05-24T16:00:13Z,3,THANK YOU FELIX I'VE BEEN USING ARCH FOR 10 YEARS AND I WAS SAD CAUSS LINUX IS SO BEAUTIFUL AND IT DON'T GET RECOGNITION ENOUGH.,0,,UCIzqbptPdqu4HRb5TBDd-EA
3YX5QtO6S-M,UgxL4aTIGHFybuFdywN4AaABAg,@manishparihar7372,2025-09-02T17:21:12Z,0,The ocean hero,0,,UCUKYSUmocsPwSQp4enwQ9_w
u_Lxkt50xOg,UgzmD4diq3-UoGzRQZF4AaABAg,@mohamedfd6151,2025-06-27T08:27:20Z,1,Exit from the search engine is complete,0,,UCrxPV3aTqAvfcSMDPKAtDZA
5QU20HMPZ3M,Ugwt3xpsISBUDIMeVbF4AaABAg.AN-_0La6ScEAN-j_i8rnOP,@nusaibabahru8559,2025-09-13T07:56:58Z,0,Then buy trial,1,Ugwt3xpsISBUDIMeVbF4AaABAg,UCsMZhUe6_bzcKLBff_L5sbg
u_Lxkt50xOg,UgyQ_BuvgEUoSTGEiuJ4AaABAg,@emdo843,2025-06-27T07:49:20Z,0,Look up futo by Luis Rossman,0,,UCCIgA4hzhqrJwSICQDKtJFQ
pVI_smLgTY0,Ugzb75AtIJ9iXUN3gkF4AaABAg,@AutNILSm,2025-04-26T22:24:31Z,18,16:47 NOTHING mentioned. YAY.,0,,UCVPB7uu9eIxwAZv6BGNGUKA
wAc9kxOgPxo,UgwR_z_XGoGKsAIlw1N4AaABAg,@colematlock7755,2025-09-08T20:17:51Z,0,"Editor I got you, Chiller Happy and if the Chiller Happy then I'm happy. fluid dynamics are hard to understand.",0,,UCAA6AxfOJxs6xwQbOCkv9bQ
u_Lxkt50xOg,Ugw4c1tRZKesjngm8qx4AaABAg,@g00glefish,2025-07-12T13:10:22Z,0,try proton and nextcloud :),0,,UCxJMH5lvbolOf7n9BD3iRsw
4T4AoXFDcD8,UgwORjoEkeioC6EvU9l4AaABAg,@SwitchFBproductions,2025-08-10T05:23:53Z,7,4:55 it was during this ad that I realized how similar Sweden’s and Japan’s cultures are and how much sense it makes that a Swede would get along greatly in Japan.,0,,UCDoQttA32H84ov8FkFz9skQ
tMIDpbmFoL8,Ugx1NYSBjnSlQ7FN3fN4AaABAg,@JodyGotHoes,2025-04-11T19:37:37Z,1,Bro you went to the states and didn't tell me.... not cool pewds,0,,UCIgB1o2PkFZL4YWq6RlUdqg
zQ2ZJuUJeyo,Ugz81O39KSDK6YeBZ6F4AaABAg,@D-rex_is_me,2025-08-25T16:59:18Z,0,nothing for caseoh,0,,UC7qjWu1amuvggH9YnTlHyhA
qGXtMENJDps,UgxxahS0K4vJD03mTLl4AaABAg,@eerastarr,2025-05-23T03:08:51Z,0,Even cats love him he's living the life,0,,UCOyRI9R0MkhrRyLY6uDCOsw
y2y8ME02lX4,UgwrERDDWrbZ0bE4FCV4AaABAg,@TheTrueNetworkDemon,2025-08-14T23:54:12Z,0,Rods from god... seen the video already... its great... love your work,0,,UCN9OOopnB5YwicnXpkW99Ew
u_Lxkt50xOg,UgyGrXVu0763gDTlTMF4AaABAg,@emus7770,2025-06-27T07:46:41Z,0,Why can’t you escape YouTube!?,0,,UCv0GXIOk5ITF86slLNtstqQ
KNnHdKKfRCQ,Ugxs3Xa-HZPngqqAXuJ4AaABAg,@nurgulakay3403,2025-09-03T15:08:06Z,1,Woooooooooooo🎉🎉🎉❤❤ooooooow,0,,UCVP7hISqMfyah7RpAkLlc4w
qeQCVcBWqis,UgzyXSZaCrXYZrTLcwF4AaABAg,@FishyWishyClan,2025-09-10T14:06:30Z,0,hitler joke was crazy,0,,UCFrNUwPy1DhZzwqxjpA7Axg
AFXLZ7FEJc4,UgyvXL043Du30jpc3lt4AaABAg,@Lyserdigi,2025-09-08T01:23:21Z,0,"This , that you constantly, almost on daily basis change the thumbnail, video title etc... is extremely tiresome , like REALLY.. for that fact alone, i'm starting to give your videos thumb down.. this is like N:th iteration of this video, and it is not ""smart"" , it is disingenuous , and basically just smells like you're clickbait farming your videos, which makes the your videos also seem... dishonest, untrustworthy... if you are this shifty with how you're presenting, advertising your videos to the public, it honestly just lowers the expectations of trust on the whole video.. makes it seem AI generated trash, which i think is the opposite of what you're trying to achieve with these ""edutainment"" things you are making. you, and your advertising team should be ashamed of yourselves, truly.",0,,UCfaqQ8nRm3pULtjFENxqsng
y2y8ME02lX4,Ugzo3CLuXWxPmWwEuqp4AaABAg,@al_alan_73,2025-09-12T17:28:53Z,0,"In genahij impact they are called divine nails, weapons of mass extinction",0,,UCPoJu9qIvjye5Sr6ZgSnj3Q
pVI_smLgTY0,Ugw6TCJLlwoaiDHezph4AaABAg.AHRHVQ0vn3jAHS-cd5MaVM,@gfreemoon,2025-04-28T04:16:17Z,0,"@@SqueezyTheOrca Saying this about winget and powertoys is like saying that hyperland and apt-get/yum/etc is crap. Its basically the same thing.
zQ2ZJuUJeyo,Ugy-mPG6WzoW5qSfJTx4AaABAg,@TripinHeidi,2025-08-26T00:59:56Z,0,Why?,0,,UC8GClkX83kH0CZA60p3LdZQ
CxVXvFOPIyQ,UgxpfCO6JDCgI_-eLhx4AaABAg.AMXOkYRaLSEAMX_VsoXqSh,@eigentlichtoll02,2025-09-01T14:51:43Z,0,Simple idea: 1% of a company's revenue must by law be donated to strictly independent research. (e.g. $150 million for a company like Monsanto.),1,UgxpfCO6JDCgI_-eLhx4AaABAg,UClT0ccVYXXswYPgs1LP1mZg
N58JYFkZE7I,UgyrIF2Tnyt_MSZya_h4AaABAg,@Typical_ayomide,2025-09-03T17:43:11Z,2,Beautiful,0,,UC6bcSKZojIRqRHV7D1cQILQ
pOF11EDprxc,Ugw2KbCwOIUmmY_ZgwZ4AaABAg,@fionawashere1086,2025-08-28T15:07:11Z,0,LMAO Atlassian,0,,UCBUNnIq782ba1wGocnbHe8g
2JzOe1Hs26Q,UgxXceTUAV26sIX0t7N4AaABAg,@True5322,2025-08-21T18:37:14Z,0,Pewdiepies tech arch is making me a regular viewer again 😂,0,,UCx1I-HTjgSxiMhXUXu5SPxw
yzSBeCJfhkw,UgyRaYuw7TWk781YbEB4AaABAg,@BakercalledGhost,2025-07-27T20:20:22Z,0,This makes me feel better about my lack of knowledge of places,0,,UCXyZZOZT5kBiftlHuyzssjg
zQ2ZJuUJeyo,UgxMmxwWDSBg5zq67AF4AaABAg,@MA-ts9qt,2025-08-27T20:58:35Z,0,Dont bother watching,0,,UC1_lj6Ua9eNgMZXK32lvMRA
pVI_smLgTY0,UgzufhiNMNsdyOMDXg94AaABAg,@shreym03,2025-04-27T05:00:09Z,0,PewDiePie is now officially an Epic Minimalist Pescatarian Developer,0,,UCHxzPkansgpB8SV593KD48g
za_HO2E3JEU,UgxiSjJLGGdR12vd6_R4AaABAg,@georgepatricklumjod5273,2025-08-07T10:15:28Z,0,square cube law,0,,UCAZxKNoo-7VEgrZManvbc6Q
pVI_smLgTY0,UgwVcX-2MgzTn-vEhrZ4AaABAg,@Harinjo916,2025-04-30T06:38:06Z,0,"I know a guy who uses Arch, he is very cool",0,,UCi5dvCGLx0hnTiWBQF_mepg
u_Lxkt50xOg,UgyGt828kgy2AYRnsSh4AaABAg,@behnamjz4579,2025-06-28T23:07:09Z,0,"As a failed computer engineering student, this is insulting.
4T4AoXFDcD8,Ugw44xVfgEPSWJzTQ514AaABAg,@احبكم-غ,2025-08-13T12:50:11Z,0,Love  you 😍,0,,UCNetQS_X_jy5iTxcTcVujXg
_BrFKp-U8GI,Ugyb7oThfIDgeZzdia94AaABAg,@nolan412,2025-09-08T01:33:39Z,0,The i-ching for 4d folk. Assigned number and sound by alien minds.,0,,UCY6V7LECkK00JcuRrH_NGGg
HmUn_7nI9cI,Ugz-gTIn0Kghtk8tmyF4AaABAg,@Sunny_mc14,2025-09-13T03:39:04Z,0,And when will the copper golems come to Minecraft Bedrock?,0,,UCl3yudQgYiYeB4qggN2DF_Q
u_Lxkt50xOg,Ugyn1LVP5tX2BBMipgF4AaABAg,@ineophobe,2025-06-26T21:09:47Z,0,no way pewdiepie's a nerd now,0,,UCmxP_EMnAGGJZoNRdAzeECg
zQ2ZJuUJeyo,Ugy59dNzQEyg45kxHb14AaABAg,@dystop1anfox497,2025-08-24T11:34:19Z,0,Imagine belly flopping onto those,0,,UCZ0VhOF_uOBG0FJyu56x8ug
CxVXvFOPIyQ,UgzEIXfX-yltNCdW6C54AaABAg,@andriuha199,2025-09-02T22:58:41Z,0,Great job :)) i am about your video :) good what you not lose way to explain ;),0,,UC3QJ_AjHQ4Of2Qi89y4UMJA
pVI_smLgTY0,UgxMRG2e2Gkuj9sQWNt4AaABAg,@osinstalls,2025-04-28T15:55:00Z,0,"Mint is a great distro to land/escape Windows on, used to daily driver. My mains are on Nobara KDE. Welcome to the owning your own experience again, you update when you want to. I distro hopped a lot over the years, you know when you're content for a while.",0,,UCRfKjp1bzLqxyPCYak7XlYQ
pVI_smLgTY0,Ugy61B-YluZ4zPFT3f54AaABAg,@patexi1289,2025-04-26T23:08:43Z,0,"shame i cant give this video more than one like, because i absolutely loved it and the way you explained everything! very nice! greetings from finland.",0,,UCjr5m0SEkpYbYMb9dqOkS-g
4uqo-brP3xs,UgzuXf54gEQpLBk8MlZ4AaABAg,@StarFiiiire,2025-07-25T17:03:47Z,0,3:50 i cant D: so frkn cute,0,,UCjjMqEI3tsq5f0MggLeLefg
QVqIx-Y8s-s,UgzDOyOk_seBcaOvfe54AaABAg,@macksnotcool,2025-09-09T18:42:45Z,6,classic example of why you should never read your email,0,,UCpHXYMFz1prAHsfbKwK8BlA
u_Lxkt50xOg,UgyvLfpX-zRdadiyCB14AaABAg,@BayraxYT,2025-06-27T03:10:32Z,0,"Prwdiepie is the utube Goat, there's no stopping the bro army",0,,UCtNOmdAE1S5zBw-UzsYctjw
zQ2ZJuUJeyo,UgzYAa97CKwbpH4VvhZ4AaABAg,@theworldmushroom2581,2025-08-24T13:25:14Z,0,The swarm!!!,0,,UCTHI0sXJ7n4a0bqOpCHW3dw
CxVXvFOPIyQ,UgxrAZTx_L1ff5lBgKV4AaABAg.AMVUyxACTHJAMVVG91VTAE,@matke4681,2025-08-31T19:27:24Z,0,whats good,1,UgxrAZTx_L1ff5lBgKV4AaABAg,UCTUqV5gMLPOXGs2bhZxma7A
AGglJehON5g,UgyXaq5LlwLiUCkxa0N4AaABAg,@jeremywj,2025-08-07T17:54:31Z,0,"What I can't wait for is the day we figure out how to nearly instantly charge batteries that are in our mobile devices.  A big benefit of this would be the batteries could be reduced in size/capacity, which would help save the planet, because who cares if your phone now only lasts half as long if it takes 5 seconds to get it back up to 100%?  This would also greatly decrease the need for portable battery packs, helping the planet even more.",0,,UCdVu0glNCzRT-llR02HhgPw
0QrQ_MJdISA,Ugye0vV8PkpoSMxjYS94AaABAg,@primordialnerd,2025-09-06T09:53:11Z,0,"Linus is not the man, he is the guy.",0,,UCRohpfJHUjE1Mt83U8pVr6w
CxVXvFOPIyQ,UgwmLfd0oHFHTXgG2fd4AaABAg,@civirebel,2025-09-03T17:45:29Z,0,"Nothing is more unhealthy to us all then taking advantage of vulnerable populations for profit.. Can I opt out of Capitalism? Stress, the killer no one wants to talk about...",0,,UCaqZVV69Z3b6OBxS-JPSWtQ
ydEcG5P0_zE,Ugymn_yC6fC_eAh761l4AaABAg,@pincopallino7711,2025-09-04T08:57:56Z,0,Take a break x1,0,,UCQSidRxO_4YtwENyQ_VtjQg
BYv7k6wQyEQ,UgwlRJ-haUr5gczVkjR4AaABAg,@theprotomao8065,2025-09-05T01:37:38Z,0,I think this would have been a better idea to have released the copper armor and weapons when copper was first introduced in the game 😔,0,,UCj4jhET-PA5TdtlUu_C8Nnw
2JzOe1Hs26Q,UgzYYWb--z7WhoP9NPZ4AaABAg,@Clout2147m,2025-08-27T02:16:39Z,0,"congraTS PEWDIE i finally subbed to you, i hate you for no real reason so this is huge. hopefully youre winning over the others, lets link up",0,,UCIfpO6-1tfgpp1Pcjvdx6Ew
qGXtMENJDps,UgzZuPWiE3mzgndm0794AaABAg,@yanicool1,2025-05-16T03:01:19Z,0,"1:50  “I got the prettiest view”
zQ2ZJuUJeyo,UgxsJVQPQ5eHnXO1VzN4AaABAg,@Danield.mallory,2025-08-25T16:11:23Z,0,What a waste of money😂,0,,UC9bSQMjXU9SOQgtcf3k9F3g
4uqo-brP3xs,UgyyMdkvkUuRJCkQXwR4AaABAg,@joppy_at_yt,2025-06-15T18:03:42Z,0,3:12 average person trying to figure out IKEA instructions.,0,,UC8Acs35BFSB2sVA6gSv0Nww
CxVXvFOPIyQ,Ugwjq8wCf4GJxTK5j1t4AaABAg,@sidd_123,2025-09-02T22:23:02Z,0,pure evil corporation,0,,UC0daG1Wm54uqHp5ukFci-hA
wAc9kxOgPxo,UgwsNNQvvxvgX1E2AZB4AaABAg,@RayleneCawood,2025-09-06T21:22:56Z,0,I remember this thing from way back when.  Wondered what had happened to it.  Glad it's ba-ack!,0,,UCSihoNW_zOrSoonCVQOPMGA
H5Zj5UAt0ik,UgxOc-RIifGaKcIStZB4AaABAg,@jaxonhall1219,2025-09-06T16:40:17Z,1,Horse = horse = horse = horse = HORSE UPDATE COMFIRMED,0,,UCla1MsBQT0Afwr0AO-whJig
CxVXvFOPIyQ,UgzUO2z6tGendGnuhRh4AaABAg.AMYYeL2Zxx8AMa1Sat4Ysi,@basspuppy133,2025-09-02T23:02:24Z,0,​@@lloydjudd5137thanks. Time will tell what kind of mega cancer I got from that building.,1,UgzUO2z6tGendGnuhRh4AaABAg,UCuJ4xDWx4okZKedA6oxw0cQ
u_Lxkt50xOg,UgxmjZGtkDkW9NfTkm94AaABAg,@MRNOOBPLAYS90817,2025-07-15T21:09:45Z,0,Me watching on a Google pixel on my Google stand on Google Chrome 👁️👁️,0,,UCqwz-Dn7v-wnK5qxctbvU-g
u_Lxkt50xOg,UgwFaod72ylo8kWNdxl4AaABAg,@Mirkintosh,2025-08-09T11:35:54Z,0,degoogle -> use Apple Services. Full stop,0,,UC_qWlp3yKVev5d87oyfFVNQ
0QrQ_MJdISA,Ugwwt8YI8UyvGHBP34p4AaABAg,@mtmccornack,2025-09-04T21:54:18Z,0,"My 16 year old kid has an amazingly cheap multi monitor set up. ultra wide curved with 2nd monitor on a dual arm that swings 2nd monitor out for bed watching along with an adapter to play retro games natively on a CRT. ( I have proart flat ultra wide with huion drawing tablet as second monitor, bonus points for running a 50 foot HDMI to the main TV or projector. If on the run, I rock an Asus pro duo (technically a dual screen laptop)",0,,UCEcFhcYN9NKTgbLr7k2ZMWg
u_Lxkt50xOg,UgxF7kye0kTW5wmgsal4AaABAg,@BaldyMacbeard,2025-06-27T17:42:40Z,0,Love watching you become a true developer at heart - spending 100+ bucks on a homegrown password manager cause doesn't want to spend 35$/year on 1password.,0,,UC4KcXKjkYupuhWO7JVX39pg
_a_dY27mlfk,UgwoO1hauEeoCqBVIU94AaABAg,@YessicaAguilar-rp5fd,2025-08-29T18:15:32Z,0,Cuánto falta para la END UPDATE,0,,UCjqdjWnxXIvmFOlIi_SkqEg
8_GgeASwHwQ,Ugx4er6CJ9CY-qUrsGV4AaABAg,@yoel16931,2025-08-29T17:37:43Z,0,Release just in time for lunch!,0,,UC9hn6VjZV0jb3TCVpuuE5Yg
AGglJehON5g,Ugx9O74_Ij_cJtCR-0l4AaABAg.ALXzWmn7t5vAL_ArD69wV8,@rajushtidbxka,2025-08-08T18:33:54Z,1,Nice observation dude,1,Ugx9O74_Ij_cJtCR-0l4AaABAg,UC1emI-QsgOuki4eoOflNRLw
pgeTa1PV_40,UgzSkT7Cy8u8GEFQcn14AaABAg,@richeljou,2025-05-28T16:57:02Z,0,"This is so impressive, also love promoting open source ❤",0,,UCCU9CBcEC5nJmuq7FRj6qlA
y2y8ME02lX4,UgxRukuiBFDTJZiIyqJ4AaABAg,@nehwemag,2025-08-31T21:44:53Z,0,"wasnt that in a gi joe movie
yzSBeCJfhkw,Ugy7lyfUucpkHXYaAIN4AaABAg,@GrenadaJohn,2025-07-27T18:27:57Z,1,28:54 it's Taiwan,0,,UC4FQx1bXeBn3ooEJprh5u4A
iv-5mZ_9CPY,UgwNCeIoYtqSWrstOol4AaABAg.ALJ18fYqTQrALXOaY-c7v_,@elphanman,2025-08-07T16:36:14Z,0,"Greenhouse gasses issue has to be some sort of lsyop made by huge oil companies and plastic producers to convince  a bunch of gay kids on Twitter that this is the worst thing to ever happen to the Ozone, I refuse to believe otherwise",1,UgwNCeIoYtqSWrstOol4AaABAg,UCUK1Kr5c-CLolr9Tq-br0tg
tMIDpbmFoL8,UgzzSiTU2Wh1POycMkJ4AaABAg,@marianabluejeans,2025-04-26T20:58:43Z,0,3:15 made me 🥺🥺🥺,0,,UCQVqY2HhjieFQWXPx8kbNHw
